k,quality,variance,silhouette
2,139.30149364919777,59.96608143872514,0.2268735358908379
3,147.73255741254752,51.879046778836766,0.20366396022960806
4,152.91111743914615,47.62886800879893,0.17477023603998998
5,159.060073775315,42.09258262094815,0.1833757306951626
6,163.84071114983735,38.07256018057447,0.20183342752261607
7,165.0750403008736,36.936369835465236,0.16601827225328852
8,166.91929824266091,35.88000476260923,0.15186045342379195
9,170.820502602291,32.50554683627483,0.16921668721234168
10,174.17105500950714,30.090446144529366,0.18628194292013395
