k,quality,variance,silhouette
2,451.4562277605982,46.696560790538584,0.23073535569288284
3,460.25928740426394,39.282413016287826,0.2196915394855022
4,467.8178388944519,35.44765297243605,0.17297378259429033
5,471.4099259920513,32.72642466151201,0.185730769498527
6,475.65523186163114,30.858176167427025,0.14724334874409942
7,479.6382347710187,29.188027050763147,0.15400973342689864
8,481.85460824983244,28.37269925098191,0.13701226114505904
9,485.13367924511965,25.662904576305102,0.15297876283633652
10,486.9269202028574,25.295322827657717,0.1253117477193376
