k,quality,variance,silhouette
2,373.33440309058824,17.246032935216455,0.5707601895075893
3,375.4288968328768,15.824663504799851,0.5320397127506598
4,387.182358699629,10.846028000806378,0.419753892433373
5,391.2085921688367,9.764408368797477,0.29417296351776995
6,391.30953413990585,8.529572692057302,0.3950733520375525
7,394.84660685249713,7.5548181993552905,0.3151329637134282
8,398.4031682167562,6.594902210712068,0.3109470404411841
9,399.7932425909498,6.622106380674201,0.2613036598470045
10,400.79304137851716,5.917810569495075,0.27523554522189964
